Yurt Adı	Şehir	İlçe	Tür	Kapasite
ÖZEL KALEM YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Afyonkarahisar	Afyonkarahisar/Merkez	Kız	172 kişilik
ÖZEL KALE SÜLEYMANİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Rize	Rize/Merkez	Erkek	115 kişilik
ÖZEL KALE SU YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Balıkesir	Altıeylül	Kız	64 kişilik
ÖZEL KAMPÜS EVİM YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Beyoğlu	Kız	276 kişilik
ÖZEL KAMPÜSEVİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Sakarya	Serdivan	Erkek	74 kişilik
ÖZEL KAMPÜS OTUZ DÖRT YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Küçükçekmece	Kız	249 kişilik
ÖZEL KAMPÜS OTUZ DÖRT YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Küçükçekmece	Erkek	197 kişilik
ÖZEL KAMPÜS SİTE KADIKÖY YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Kadıköy	Kız	96 kişilik
ÖZEL KAMPÜS SİTE YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Şişli	Kız	419 kişilik
ÖZEL KAMPÜS SİTE YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Şişli	Kız	419 kişilik
ÖZEL KAMPÜS VİZE YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kırklareli	Vize	Kız	113 kişilik
ÖZEL KAMPÜS YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Samsun	Atakum	Erkek	82 kişilik
ÖZEL KAMPÜS YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Çanakkale	Çanakkale/Merkez	Erkek	58 kişilik
ÖZEL KANARYA YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Küçükçekmece	Erkek	79 kişilik
ÖZEL KARABÜK DİRİLİŞ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Karabük	Safranbolu	Erkek	125 kişilik
ÖZEL KARABÜK DİRİLİŞ YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Karabük	Karabük/Merkez	Kız	84 kişilik
ÖZEL KARAİSALI ÖZCANLAR YÜKSEK ÖĞRENİM ERKEK ÖĞRENCİ PANSIYONU	Adana	Karaisalı	Erkek	22 kişilik
ÖZEL KARAKAŞ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Arnavutköy	Erkek	90 kişilik
ÖZEL KARAKOÇAN MESLEK YÜKSEKOKULU YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Elazığ	Karakoçan	Kız	195 kişilik
ÖZEL KARAKOÇ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Karabük	Karabük/Merkez	Erkek	147 kişilik
ÖZEL KARDELEN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Uşak	Ulubey/Uşak	Kız	48 kişilik
ÖZEL KARIYER YÜKSEKÖĞRENIM KIZ ÖĞRENCI YURDU	Kocaeli	İzmit	Kız	45 kişilik
ÖZEL KARŞIYAKA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kütahya	Simav	Erkek	40 kişilik
ÖZEL KARTAL NİSA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Kayseri	Melikgazi	Kız	198 kişilik
ÖZEL KARTALTEPE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Bakırköy	Erkek	83 kişilik
ÖZEL KASABA YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Eyüpsultan	Erkek	158 kişilik
ÖZEL KASABA YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Eyüpsultan	Kız	245 kişilik
ÖZEL KASAPOĞULLARI YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Kütahya	Kütahya/Merkez	Kız	58 kişilik
ÖZEL KASIMPAŞA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Beyoğlu	Erkek	116 kişilik
ÖZEL KASTAMONU SILA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kastamonu	Kastamonu/Merkez	Erkek	149 kişilik
ÖZEL KATİPOĞLU MUNİSE HANIM YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Mersin	Toroslar	Erkek	96 kişilik
ÖZEL KAVACIK HİSAR YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Beykoz	Erkek	67 kişilik
ÖZEL KAVAKLI YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kırklareli	Kırklareli/Merkez	Erkek	48 kişilik
ÖZEL KAYHAN YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Çanakkale	Çan	Kız	71 kişilik
ÖZEL KAYMAKLAR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Çanakkale	Çanakkale/Merkez	Erkek	109 kişilik
ÖZEL KAYNARCA YUVAM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Sakarya	Kaynarca	Kız	45 kişilik
ÖZEL KAYSERİ İNSAN VAKFI YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Kayseri	Melikgazi	Kız	117 kişilik
ÖZEL KEMAL MAKBULE ÇEVİK YÜKSEK ÖRETİM ERKEK	Van	Erciş	Erkek	56 kişilik
ÖZEL KEMAL SEHER ÖZKAN YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	Hatay	İskenderun	Erkek	120 kişilik
ÖZEL KEMAL SEHER ÖZKAN YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	Hatay	İskenderun	Erkek	120 kişilik
ÖZEL KEMERBURGAZ AHMEDIYE YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	İstanbul	Eyüpsultan	Erkek	135 kişilik
ÖZEL KENARLAR YÜKSEKÖĞRENİM KIZ ÖĞRENCİ PANSİYONU	Çanakkale	Çan	Kız	51 kişilik
ÖZEL KESGİN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Afyonkarahisar	Afyonkarahisar/Merkez	Kız	97 kişilik
ÖZEL KILAVUZLAR YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU	Karabük	Karabük/Merkez	Erkek	52 kişilik
ÖZEL KILIÇASLAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bolu	Bolu/Merkez	Erkek	128 kişilik
ÖZEL KILIÇLAR YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İzmir	Balçova	Erkek	74 kişilik
ÖZEL KILIÇOĞLU YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İzmir	Bornova	Erkek	140 kişilik
ÖZEL KILIÇOĞLU YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Bornova	Kız	208 kişilik
ÖZEL KIRÇİÇEKLERİ YÜKSEK ÖĞRENİM KIZÖĞRENCİ YURDU	Antalya	Alanya	Kız	99 kişilik
ÖZEL KIRLANGIÇ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	51 kişilik
ÖZEL KIRŞEHİR AHİ EVRAN-I VELİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kırşehir	Kırşehir/Merkez	Erkek	216 kişilik
ÖZEL KIRŞEHİR AKADEMİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ APARTLARI	Kırşehir	Kırşehir/Merkez	Kız	100 kişilik
ÖZEL KIRŞEHİR ŞEYH EDEBALİ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Kırşehir	Kırşehir/Merkez	Erkek	131 kişilik
ÖZEL KISIKLI VALİDE SULTAN YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Üsküdar	Erkek	79 kişilik
ÖZEL KIYI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Çanakkale	Çanakkale/Merkez	Erkek	144 kişilik
ÖZEL KIZ KULESİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Üsküdar	Kız	144 kişilik
ÖZEL KIZTAŞI YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Fatih	Kız	126 kişilik
ÖZEL KıRLANGIÇ YÜKSEKÖĞRENİM BEŞEVLER KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	73 kişilik
ÖZEL KOCAALİ ORHANGAZİ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ PANSİYONU	Sakarya	Kocaali	Erkek	22 kişilik
ÖZEL KONAK SELİMİYE YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Üsküdar	Kız	89 kişilik
ÖZEL KONAK YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Çankaya	Erkek	59 kişilik
ÖZEL KONFORİST YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Eyüpsultan	Erkek	276 kişilik
ÖZEL KONFORİST YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Eyüpsultan	Kız	276 kişilik
ÖZEL KONFOR YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Buca	Kız	98 kişilik
ÖZEL KONSEPT HALİÇ YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Kağıthane	Kız	76 kişilik
ÖZEL KONUK YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Kırklareli	Kırklareli/Merkez	Kız	127 kişilik
ÖZEL KONYA ÖNDER YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Konya	Meram	Erkek	125 kişilik
ÖZEL KONYA TİCARET ODASI EĞİTİM VE SAĞLIK VAKFI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Konya	Karatay	Erkek	378 kişilik
ÖZEL KOPUZLAR AHMEDİYE EMİNE ADALI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ PANSİYONU	İstanbul	Üsküdar	Erkek	30 kişilik
ÖZEL KORKMAZLAR YÜKSEK ÖĞRENIM KıZ ÖĞRENCI YURDU	İzmir	Çiğli	Kız	154 kişilik
ÖZEL KÖŞK RAVZA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ APARTLARI	Bayburt	Bayburt/Merkez	Kız	140 kişilik
ÖZEL KÖŞK YÜKSEKÖĞRENIM KIZ ÖĞRENCİ YURDU	İzmir	Buca	Kız	72 kişilik
ÖZEL KÖŞK YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ PANSİYONU	Bayburt	Bayburt/Merkez	Erkek	149 kişilik
ÖZEL KÖŞK YÜKSEKÖĞRETİM KIZ ÖĞRENCİ APARTLARI	Bayburt	Bayburt/Merkez	Kız	140 kişilik
ÖZEL KOZCAĞIZ HİSAR YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Bartın	Bartın/Merkez	Erkek	45 kişilik
ÖZEL KOZLU FATİH YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Zonguldak	Kozlu	Erkek	100 kişilik
ÖZEL KÜBRA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kayseri	Talas	Kız	600 kişilik
ÖZEL KÜÇÜK AHATLI YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ PANSİYONU	Antalya	Kepez	Erkek	32 kişilik
ÖZEL KÜÇÜKÇEKMECE EĞİTİM DÜNYASI KAMPÜSÜ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Küçükçekmece	Erkek	139 kişilik
ÖZEL KÜÇÜKÇEKMECE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Küçükçekmece	Erkek	70 kişilik
ÖZEL KULE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kocaeli	İzmit	Erkek	88 kişilik
ÖZEL KUL YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Esenyurt	Erkek	200 kişilik
ÖZEL KUMLU YÜKSEKÖĞRENIM KıZ ÖĞRENCI YURDU	Kocaeli	Körfez	Kız	142 kişilik
ÖZEL KUMRU YÜKSEK ÖĞRENİM KIZ ÖĞRENCİ YURDU	Çanakkale	Çanakkale/Merkez	Kız	225 kişilik
ÖZEL KUMSAL YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İzmir	Balçova	Erkek	33 kişilik
ÖZEL KURTUBA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kırıkkale	Yahşihan	Erkek	195 kişilik
ÖZEL KURTULUŞ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	162 kişilik
ÖZEL KURUCUOVA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Konya	Beyşehir	Erkek	31 kişilik
ÖZEL KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ HÜSNÜ ÖZYEĞİN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kütahya	Kütahya/Merkez	Kız	541 kişilik
ÖZEL KUZENLER 2 YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Bursa	Nilüfer	Kız	112 kişilik
ÖZEL KUZEY EMEK YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Çankaya	Erkek	63 kişilik
ÖZEL KUZEY YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Çankaya	Erkek	75 kişilik
ÖZEL LALE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Nevşehir	Nevşehir/Merkez	Erkek	72 kişilik
ÖZEL LALEZAR YÜKSEKÖĞRETİM KIZ ÖĞRECİ YURDU	İstanbul	Üsküdar	Kız	67 kişilik
ÖZEL LIDER SANCAK EĞITIM KURUMLARı YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	Ankara	Çankaya	Erkek	64 kişilik
ÖZEL LİDER SANCAK YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Bursa	Osmangazi	Erkek	115 kişilik
ÖZEL LİDER SANCAK YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Bursa	Nilüfer	Kız	91 kişilik
ÖZEL LİDER SANCAK YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Yenimahalle	Kız	62 kişilik
ÖZEL LİDER YÜKSEK ÖĞRETİM ERKEK ÖĞRENCI YURDU	İzmir	Buca	Erkek	59 kişilik
ÖZEL LİDYA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Bakırköy	Kız	149 kişilik
ÖZEL LİKOS YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Sakarya	Serdivan	Erkek	65 kişilik
ÖZEL LİMAN AKADEMİ MECİDİYEKÖY YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Şişli	Erkek	150 kişilik
ÖZEL LİMAN AKADEMİ MECİDİYEKÖY YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Şişli	Erkek	150 kişilik
ÖZEL LOTUS AKADEMİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Zonguldak	Kozlu	Kız	180 kişilik
ÖZEL LÜKS HUZUR YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kütahya	Kütahya/Merkez	Kız	149 kişilik
ÖZEL MAHİR İZ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Burdur	Burdur/Merkez	Erkek	80 kişilik
ÖZEL MAHMUT BAYRAM İLAHIYAT YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Üsküdar	Erkek	50 kişilik
ÖZEL MAHMUT CELALETTİN ÖKTEN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Trabzon	Ortahisar	Erkek	360 kişilik
ÖZEL MALTEPE HAN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Maltepe	Erkek	112 kişilik
ÖZEL MANİSA EGE YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Manisa	Yunusemre	Kız	72 kişilik
ÖZEL MANSURİYE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Mersin	Silifke	Erkek	48 kişilik
ÖZEL MARDİN HATUNIYE YÜKSEKÖĞRENIM KıZ ÖĞRENCI YURDU	Mardin	Artuklu	Kız	270 kişilik
ÖZEL MAR-EL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ APARTI	Bursa	Nilüfer	Kız	99 kişilik
ÖZEL MARİFET AKSARAY YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Aksaray	Aksaray/Merkez	Erkek	198 kişilik
ÖZEL MARİFET ANKARA YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Ankara	Etimesgut	Erkek	80 kişilik
ÖZEL MARİFET BANDIRMA YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Balıkesir	Bandırma	Erkek	49 kişilik
ÖZEL MARİFET BOLU YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Bolu	Bolu/Merkez	Erkek	80 kişilik
ÖZEL MARİFET BURSA YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Bursa	Nilüfer	Erkek	146 kişilik
ÖZEL MARİFET ÇANAKKALE YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Çanakkale	Çanakkale/Merkez	Erkek	139 kişilik
ÖZEL MARIFET DENIZLI YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	Denizli	Pamukkale	Erkek	116 kişilik
ÖZEL MARİFET ELAZIĞ YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Elazığ	Elazığ/Merkez	Erkek	40 kişilik
ÖZEL MARİFET KAHRAMANMARAŞ YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kahramanmaraş	Onikişubat	Erkek	182 kişilik
ÖZEL MARİFET KASTAMONU YÜKSEK ÖĞRENİM ERKEK ÖĞRENCİ YURDU	Kastamonu	Kastamonu/Merkez	Erkek	64 kişilik
ÖZEL MARIFET KÜTAHYA YÜKSEK ÖĞRENIM ERKEK ÖĞRENCI YURDU	Kütahya	Kütahya/Merkez	Erkek	72 kişilik
ÖZEL MARİFET NİĞDE YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU	Niğde	Niğde/Merkez	Erkek	80 kişilik
Özel Marifet Osmaniye Yüksek Öğrenim Erkek Öğrenci Yurdu	Osmaniye	Osmaniye/Merkez	Erkek	56 kişilik
ÖZEL MARIFET ÜMRANIYE İHTISAS YÜKSEKÖĞRENİM ERKEK ÖĞRENCI YURDU	İstanbul	Ümraniye	Erkek	83 kişilik
ÖZEL MARIFET UŞAK YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	Uşak	Uşak/Merkez	Erkek	56 kişilik
ÖZEL MARİFET YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Bayrampaşa	Erkek	72 kişilik
ÖZEL MARİNA AKADEMİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ APARTLARI	Çanakkale	Çanakkale/Merkez	Kız	40 kişilik
ÖZEL MARİNA VİZYON YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Kocaeli	İzmit	Erkek	84 kişilik
ÖZEL MARİNA VİZYON YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Kocaeli	İzmit	Kız	56 kişilik
ÖZEL MARMARA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Maltepe	Erkek	524 kişilik
ÖZEL MARMARA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Maltepe	Kız	1310 kişilik
ÖZEL MARMARA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Bursa	İnegöl	Kız	92 kişilik
ÖZEL MASAL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Çanakkale	Çan	Kız	75 kişilik
ÖZEL MASAL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	149 kişilik
ÖZEL MASLAK YÜKSEKÖĞRETİM KIZ ÖĞRENCİ APARTLARI	İstanbul	Sarıyer	Kız	470 kişilik
ÖZEL MAVERA YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Konya	Meram	Kız	112 kişilik
ÖZEL MAVİ EGE YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Aydın	Efeler	Kız	55 kişilik
ÖZEL MAYRA YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	İstanbul	Beyoğlu	Kız	80 kişilik
ÖZEL MEDENİYET YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU 2	İstanbul	Kartal	Kız	268 kişilik
ÖZEL MEDENİYET YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Konya	Selçuklu	Erkek	552 kişilik
ÖZEL MEHMET AĞA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Balıkesir	Edremit/Balıkesir	Erkek	77 kişilik
ÖZEL MEHMET AKİF ERSOY YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Altındağ	Erkek	248 kişilik
ÖZEL MEHMET AKİF ERSOY YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Esenyurt	Erkek	227 kişilik
ÖZEL MEHMET ALİ PAŞA AKARÇEŞME YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kocaeli	İzmit	Erkek	147 kişilik
ÖZEL MEHMET ALİ SUSAL YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Kayseri	Melikgazi	Erkek	192 kişilik
ÖZEL MEHMET DARENDE YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Balıkesir	Altıeylül	Erkek	96 kişilik
ÖZEL MEHMET SAFİNAZ SUSAL YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	İstanbul	Ümraniye	Erkek	40 kişilik
ÖZEL MEHMET SAYGILI YÜKSEKÖĞRENİM ERKEK ÖĞRENCİ YURDU	Ankara	Pursaklar	Erkek	72 kişilik
ÖZEL MEHMET TEPE ÇAMLICA YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kırşehir	Kırşehir/Merkez	Erkek	32 kişilik
ÖZEL MEHTERÇEŞME YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Esenyurt	Erkek	60 kişilik
ÖZEL MELAHAT HANıM YÜKSEKÖĞRENIM KıZ ÖĞRENCI APARTı	Ankara	Çankaya	Kız	70 kişilik
ÖZEL MELEK YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Fatih	Kız	65 kişilik
ÖZEL MELODİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Kütahya	Kütahya/Merkez	Kız	89 kişilik
ÖZEL MELTEM YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Edirne	Edirne/Merkez	Kız	78 kişilik
ÖZEL MEMİŞ AYDIN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	168 kişilik
ÖZEL MENGEN MUHARREM KABASAKALOĞLU YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Bolu	Mengen	Erkek	150 kişilik
ÖZEL MENGEN ŞERİFE KABASAKALOĞLU YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Bolu	Mengen	Kız	138 kişilik
ÖZEL MERAM ARİFAN YÜKSEKÖĞRENİM KIZ ÖĞRENCİ YURDU	Konya	Meram	Kız	77 kişilik
ÖZEL MERCAN İKİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Balçova	Kız	32 kişilik
ÖZEL MERCAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Sakarya	Serdivan	Kız	149 kişilik
ÖZEL MERCAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Bilecik	Bilecik/Merkez	Kız	137 kişilik
ÖZEL MERİNOS YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Bursa	Osmangazi	Kız	93 kişilik
ÖZEL MERKEZEFENDİ YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU	Denizli	Pamukkale	Erkek	192 kişilik
ÖZEL MERKEZ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Kırşehir	Kırşehir/Merkez	Erkek	42 kişilik
ÖZEL MERKEZ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Ankara	Çankaya	Erkek	48 kişilik
ÖZEL MERKEZ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Avcılar	Kız	154 kişilik
ÖZEL MERSIN BÜYÜKŞEHIR BELEDIYESI YÜKSEKÖĞRENIM ERKEK ÖĞRENCI YURDU	Mersin	Akdeniz	Erkek	120 kişilik
ÖZEL MERSİN BÜYÜKŞEHİR BELEDİYESİ YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Mersin	Gülnar	Kız	85 kişilik
ÖZEL MERVE YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İzmir	Konak	Kız	65 kişilik
ÖZEL MESNEVİ YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Samsun	Atakum	Erkek	190 kişilik
ÖZEL METROPOL YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Ankara	Çankaya	Kız	176 kişilik
ÖZEL METRO YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Zonguldak	Zonguldak/Merkez	Erkek	86 kişilik
ÖZEL METRO YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Zonguldak	Zonguldak/Merkez	Kız	44 kişilik
ÖZEL MEVLANA CELALETTİN YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	Konya	Selçuklu	Erkek	192 kişilik
ÖZEL MEVLANAKAPI YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	İstanbul	Fatih	Kız	588 kişilik
ÖZEL MEVLANA YÜKSEK ÖĞRETİM ERKEK ÖĞRENCİ YURDU	Konya	Meram	Erkek	62 kişilik
ÖZEL MEYDAN YÜKSEKÖĞRETİM KIZ ÖĞRENCİ PANSİYONU	Kütahya	Kütahya/Merkez	Kız	66 kişilik
ÖZEL MİHRABAT ELİT YÜKSEKÖĞRENİM ERKEKÖĞRENCİYURDU	İstanbul	Beykoz	Erkek	68 kişilik
ÖZEL MİHRABAT YÜKSEKÖĞRETİM ERKEK ÖĞRENCİ YURDU	İstanbul	Beykoz	Erkek	163 kişilik
ÖZEL MİHRAPLI YÜKSEKÖĞRETİM KIZ ÖĞRENCİ YURDU	Bursa	Osmangazi	Kız	64 kişilik
